State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Footnote,Footnote Symbol,Predicted Value
DE,2015,December,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,December,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,December,12 month-ending,Percent with drugs specified,81.53846154,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,December,12 month-ending,Number of Deaths,8591,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,December,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,February,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,February,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,February,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,February,12 month-ending,Number of Drug Overdose Deaths,208,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,208
DE,2015,February,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,February,12 month-ending,Percent with drugs specified,79.80769231,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,February,12 month-ending,Number of Deaths,8561,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,January,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,January,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,January,12 month-ending,Percent with drugs specified,78.0952381,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,January,12 month-ending,Number of Drug Overdose Deaths,210,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,210
DE,2015,January,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2015,January,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,January,12 month-ending,Number of Deaths,8485,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,July,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,July,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,July,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,July,12 month-ending,Number of Drug Overdose Deaths,202,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,202
DE,2015,July,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2015,July,12 month-ending,Percent with drugs specified,82.17821782,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,July,12 month-ending,Number of Deaths,8642,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,June,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,June,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,June,12 month-ending,Number of Drug Overdose Deaths,199,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,199
DE,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,June,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,June,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2015,June,12 month-ending,Percent with drugs specified,82.4120603,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,June,12 month-ending,Number of Deaths,8577,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,March,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,March,12 month-ending,Number of Drug Overdose Deaths,208,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,208
DE,2015,March,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,March,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2015,March,12 month-ending,Percent with drugs specified,80.76923077,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,March,12 month-ending,Number of Deaths,8551,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,March,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,May,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,May,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2015,May,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,May,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,May,12 month-ending,Number of Drug Overdose Deaths,195,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,195
DE,2015,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,May,12 month-ending,Percent with drugs specified,81.53846154,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,May,12 month-ending,Number of Deaths,8583,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,November,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,November,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2015,November,12 month-ending,Percent with drugs specified,81.44329897,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,November,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,November,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,November,12 month-ending,Number of Drug Overdose Deaths,194,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,194
DE,2015,November,12 month-ending,Number of Deaths,8666,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2015,October,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,October,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,October,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,October,12 month-ending,Percent with drugs specified,83.42245989,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,October,12 month-ending,Number of Deaths,8661,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,October,12 month-ending,Number of Drug Overdose Deaths,187,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,187
DE,2015,October,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,September,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2015,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,September,12 month-ending,Percent with drugs specified,84.07960199,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2015,September,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,September,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,September,12 month-ending,Number of Drug Overdose Deaths,201,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,201
DE,2015,September,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,September,12 month-ending,Number of Deaths,8686,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2016,April,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2016,April,12 month-ending,Percent with drugs specified,72.36180905,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2016,April,12 month-ending,Number of Drug Overdose Deaths,199,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,199
DE,2016,April,12 month-ending,Number of Deaths,8530,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2016,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2016,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2016,April,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2016,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2016,April,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2016,August,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2016,August,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2016,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2016,August,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2016,August,12 month-ending,Number of Drug Overdose Deaths,245,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,245
DE,2016,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2016,August,12 month-ending,Number of Deaths,8666,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2016,August,12 month-ending,Percent with drugs specified,63.26530612,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2016,August,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
